source,#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
,#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
Trinity (Conn.),5.0,"Douglas, Alex 05 Douglas, Alex",9.0,0.0,13,1.4,3,5,0.6,0,2,0.0,4,6,0.667,10,1.1,0,4,4,0.4,2,0,1,0,0,View Bio
Trinity (Conn.),3.0,"Dean, Chris 03 Dean, Chris",9.0,1.0,25,2.8,1,1,1.0,0,0,0.0,2,2,1.0,4,0.4,0,2,2,0.2,1,1,1,0,0,View Bio
Trinity (Conn.),0.0,"Davis, Myles 00 Davis, Myles",4.0,0.0,3,0.8,0,2,0.0,0,2,0.0,0,0,0.0,0,0.0,0,1,1,0.3,1,0,0,0,0,View Bio
Trinity (Conn.),,Total,25.0,,5123,204.9,676,1628,0.415,192,594,0.323,325,443,0.734,1869,74.76,284,788,1072,42.9,416,390,321,163,77,
Trinity (Conn.),,Opponents,,,5124,205.0,596,1564,0.381,141,541,0.261,296,419,0.706,1629,65.16,236,718,954,38.2,415,337,357,160,66,
Wesleyan,2.0,"Peek, Sam 02 Peek, Sam",26.0,25.0,793,30.5,187,372,0.503,32,91,0.352,60,82,0.732,466,17.9,55,127,182,7.0,59,62,73,37,16,View Bio
Wesleyan,31.0,"James, Jordan 31 James, Jordan",28.0,27.0,645,23.0,146,200,0.73,0,1,0.0,35,65,0.538,327,11.7,88,100,188,6.7,70,46,28,29,64,View Bio
Wesleyan,0.0,"Ravetz, Gabe 00 Ravetz, Gabe",29.0,14.0,630,21.7,111,292,0.38,59,187,0.316,36,44,0.818,317,10.9,21,125,146,5.0,44,62,45,21,4,View Bio
Wesleyan,12.0,"Johnson, Nicky 12 Johnson, Nicky",29.0,21.0,873,30.1,116,232,0.5,35,89,0.393,35,51,0.686,302,10.4,20,87,107,3.7,73,140,50,51,1,View Bio
Wesleyan,11.0,"Maccoux, Preston 11 Maccoux, Preston",29.0,29.0,907,31.3,109,263,0.414,44,149,0.295,30,40,0.75,292,10.1,48,128,176,6.1,30,95,37,21,8,View Bio
Wesleyan,3.0,"Walker, Antone 03 Walker, Antone",22.0,8.0,418,19.0,72,151,0.477,24,67,0.358,24,36,0.667,192,8.7,8,49,57,2.6,25,43,51,15,0,View Bio
Wesleyan,1.0,"Dezonie, Shackylle 01 Dezonie, Shackylle",29.0,15.0,612,21.1,93,178,0.522,10,34,0.294,15,22,0.682,211,7.3,26,91,117,4.0,23,51,39,9,4,View Bio
Wesleyan,30.0,"Regan, Shane 30 Regan, Shane",7.0,0.0,65,9.3,12,19,0.632,4,9,0.444,9,10,0.9,37,5.3,2,4,6,0.9,8,5,6,3,0,View Bio
Wesleyan,32.0,"Langs, Jared 32 Langs, Jared",16.0,1.0,105,6.6,22,39,0.564,2,10,0.2,10,16,0.625,56,3.5,8,27,35,2.2,10,4,8,1,4,View Bio
