source,#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,TO,STL,BLK,Bio Link
,#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,TO,STL,BLK,Bio Link
Susquehanna,23.0,"Martin, Jay 23 Martin, Jay",27.0,11.0,636,23.6,90,191,0.471,11,41,0.268,27,39,0.692,218,8.1,35,79,114,4.2,52,46,34,63,12,View Bio
Susquehanna,14.0,"Van Syckle, Jack 14 Van Syckle, Jack",24.0,15.0,473,19.7,78,133,0.586,0,0,0.0,5,9,0.556,161,6.7,51,87,138,5.8,41,33,23,11,22,View Bio
Susquehanna,22.0,"Haberern, Cooper 22 Haberern, Cooper",29.0,0.0,527,18.2,55,135,0.407,32,90,0.356,15,18,0.833,157,5.4,25,69,94,3.2,25,15,6,23,9,View Bio
Susquehanna,43.0,"Simons, Wes 43 Simons, Wes",19.0,8.0,198,10.4,42,80,0.525,0,0,0.0,8,13,0.615,92,4.8,11,25,36,1.9,39,9,15,6,2,View Bio
Susquehanna,2.0,"Haughton, Quincy 02 Haughton, Quincy",22.0,17.0,368,16.7,35,80,0.438,10,24,0.417,11,14,0.786,91,4.1,10,29,39,1.8,30,15,23,15,8,View Bio
Susquehanna,25.0,"Oluajayi, Isaiah 25 Oluajayi, Isaiah",12.0,4.0,137,11.4,18,31,0.581,0,0,0.0,5,11,0.455,41,3.4,9,15,24,2.0,12,3,9,4,3,View Bio
Susquehanna,5.0,"Ressler, Steven 05 Ressler, Steven",23.0,0.0,281,12.2,26,59,0.441,10,27,0.37,9,13,0.692,71,3.1,8,16,24,1.0,23,17,15,7,1,View Bio
Susquehanna,32.0,"Collins, Ryan 32 Collins, Ryan",9.0,0.0,36,4.0,10,19,0.526,3,7,0.429,1,3,0.333,24,2.7,1,2,3,0.3,4,2,2,0,1,View Bio
Susquehanna,33.0,"McAvoy, Stuart 33 McAvoy, Stuart",4.0,0.0,11,2.8,3,3,1.0,0,0,0.0,3,3,1.0,9,2.3,1,3,4,1.0,4,1,1,0,1,View Bio
Susquehanna,10.0,"Sampson, Thomas 10 Sampson, Thomas",11.0,0.0,86,7.8,5,17,0.294,1,8,0.125,5,8,0.625,16,1.5,0,6,6,0.5,9,3,5,0,0,View Bio
Susquehanna,11.0,"Corbett, Pat 11 Corbett, Pat",10.0,0.0,48,4.8,2,7,0.286,1,4,0.25,3,4,0.75,8,0.8,0,4,4,0.4,5,8,4,2,0,View Bio
Susquehanna,1.0,"Klinewski, Noah 01 Klinewski, Noah",10.0,0.0,28,2.8,2,7,0.286,1,6,0.167,2,2,1.0,7,0.7,2,2,4,0.4,1,0,3,2,0,View Bio
Susquehanna,24.0,"Sacco, Joey 24 Sacco, Joey",2.0,0.0,5,2.5,0,2,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,View Bio
Susquehanna,12.0,"Salako, Mu 12 Salako, Mu",4.0,0.0,9,2.3,0,2,0.0,0,0,0.0,0,3,0.0,0,0.0,1,3,4,1.0,2,0,0,0,1,View Bio
Susquehanna,21.0,"Stoute, Ethan 21 Stoute, Ethan",5.0,0.0,8,1.6,0,2,0.0,0,2,0.0,0,0,0.0,0,0.0,0,2,2,0.4,0,0,1,1,0,View Bio
Susquehanna,,Total,29.0,,5825,200.9,880,1853,0.475,240,648,0.37,307,413,0.743,2307,79.55,295,676,971,33.5,447,438,307,298,81,
Susquehanna,,Opponents,,,5825,200.9,753,1586,0.475,206,558,0.369,325,445,0.73,2037,70.24,224,740,964,33.2,439,409,488,150,78,
York (Pa.),25.0,"Giuliani, David 25 Giuliani, David",20.0,20.0,553,27.7,116,224,0.518,5,20,0.25,66,99,0.667,303,15.2,58,114,172,8.6,47,35,49,8,7,View Bio
York (Pa.),12.0,"Collins, Logan 12 Collins, Logan",8.0,8.0,237,29.6,33,81,0.407,9,25,0.36,19,24,0.792,94,11.8,15,34,49,6.1,16,31,28,11,4,View Bio
York (Pa.),24.0,"Stoll, Travis 24 Stoll, Travis",22.0,22.0,625,28.4,80,176,0.455,21,78,0.269,40,55,0.727,221,10.0,12,72,84,3.8,38,35,29,52,13,View Bio
York (Pa.),2.0,"Miers, Chris 02 Miers, Chris",22.0,17.0,515,23.4,74,187,0.396,31,101,0.307,29,44,0.659,208,9.5,27,43,70,3.2,27,11,29,25,10,View Bio
York (Pa.),22.0,"Rimel, Colin 22 Rimel, Colin",16.0,5.0,277,17.3,36,96,0.375,32,90,0.356,5,7,0.714,109,6.8,2,22,24,1.5,10,8,11,5,2,View Bio
York (Pa.),30.0,"Mascari, Jackson 30 Mascari, Jackson",22.0,4.0,472,21.5,56,113,0.496,9,32,0.281,25,29,0.862,146,6.6,42,99,141,6.4,51,34,37,10,4,View Bio
York (Pa.),40.0,"Dobraniecki, Riley 40 Dobraniecki, Riley",22.0,12.0,294,13.4,56,109,0.514,5,19,0.263,21,32,0.656,138,6.3,23,45,68,3.1,44,14,42,4,10,View Bio
York (Pa.),3.0,"Kelly, Sean 03 Kelly, Sean",20.0,19.0,482,24.1,32,89,0.36,15,51,0.294,31,40,0.775,110,5.5,10,34,44,2.2,46,53,46,10,2,View Bio
York (Pa.),10.0,"Faller, Matt 10 Faller, Matt",11.0,3.0,231,21.0,16,50,0.32,11,35,0.314,6,10,0.6,49,4.5,4,13,17,1.5,9,14,15,2,5,View Bio
York (Pa.),35.0,"Hinz, Avery 35 Hinz, Avery",6.0,0.0,48,8.0,8,20,0.4,1,6,0.167,5,8,0.625,22,3.7,2,6,8,1.3,8,1,7,1,3,View Bio
York (Pa.),5.0,"Rachic, Mark 05 Rachic, Mark",22.0,0.0,277,12.6,24,65,0.369,15,40,0.375,11,14,0.786,74,3.4,13,25,38,1.7,17,19,17,4,0,View Bio
York (Pa.),20.0,"Hubbs, Nolan 20 Hubbs, Nolan",10.0,0.0,158,15.8,10,25,0.4,2,12,0.167,7,9,0.778,29,2.9,5,16,21,2.1,9,18,10,6,4,View Bio
York (Pa.),34.0,"Kent, Tristan 34 Kent, Tristan",11.0,0.0,106,9.6,10,22,0.455,0,0,0.0,6,11,0.545,26,2.4,5,28,33,3.0,12,4,13,2,8,View Bio
York (Pa.),4.0,"Kennevan, Johnny 04 Kennevan, Johnny",13.0,0.0,111,8.5,8,19,0.421,7,15,0.467,1,2,0.5,24,1.8,9,11,20,1.5,7,11,12,2,0,View Bio
York (Pa.),33.0,"Memmo, Mike 33 Memmo, Mike",5.0,0.0,14,2.8,1,6,0.167,1,5,0.2,0,0,0.0,3,0.6,1,1,2,0.4,1,0,0,2,0,View Bio
York (Pa.),,Total,22.0,,4400,200.0,560,1282,0.437,164,529,0.31,272,384,0.708,1556,70.73,256,597,853,38.8,342,288,353,144,72,
York (Pa.),,Opponents,,,4400,200.0,602,1363,0.442,155,436,0.356,226,337,0.671,1585,72.05,213,521,734,33.4,377,264,272,211,53,
